timestamp,week
1477282282,2016-43
1477282593,2016-43
1477283351,2016-43
1477283734,2016-43
1477284468,2016-43
1477284700,2016-43
1477284761,2016-43
1477285413,2016-43
1477295375,2016-43
1477298926,2016-43
1477299762,2016-43
1477332432,2016-43
1477366740,2016-43
1477379765,2016-43
1477453610,2016-43
1477457829,2016-43
1477460826,2016-43
1477461123,2016-43
1477466476,2016-43
1477466539,2016-43
1477473177,2016-43
1477473254,2016-43
1477473382,2016-43
1477546118,2016-43
1477554169,2016-43
1477719345,2016-43
1477735480,2016-43
1477772819,2016-43
1477797656,2016-43
1477810003,2016-43
1477811362,2016-43
1477811740,2016-43
1477811868,2016-43
1477812391,2016-43
1477813414,2016-43
1477814133,2016-43
1477816714,2016-43
1477862975,2016-44
1477863804,2016-44
1477866112,2016-44
1477871172,2016-44
1477873121,2016-44
1477878814,2016-44
1477879462,2016-44
1477879937,2016-44
1477881255,2016-44
1477887163,2016-44
1477889386,2016-44
1477890573,2016-44
1477891151,2016-44
1477891500,2016-44
1477892272,2016-44
1477892460,2016-44
1477892882,2016-44
1477894943,2016-44
1477895668,2016-44
1477897690,2016-44
1477925879,2016-44
1477978914,2016-44
1477982069,2016-44
1477982078,2016-44
1477982101,2016-44
1477986256,2016-44
1477987347,2016-44
1477987621,2016-44
1477987943,2016-44
1477990716,2016-44
1478023970,2016-44
1478084709,2016-44
1478084987,2016-44
1478105331,2016-44
1478144353,2016-44
1478144534,2016-44
1478144993,2016-44
1478145061,2016-44
1478149025,2016-44
1478149066,2016-44
1478150660,2016-44
1478151755,2016-44
1478202975,2016-44
1478203654,2016-44
1478203687,2016-44
1478216609,2016-44
1478226181,2016-44
1478226303,2016-44
1478226872,2016-44
1478234143,2016-44
1478234171,2016-44
1478234244,2016-44
1478235170,2016-44
1478235742,2016-44
1478237527,2016-44
1478239173,2016-44
1478239991,2016-44
1478240096,2016-44
1478241454,2016-44
1478242508,2016-44
1478243034,2016-44
1478244012,2016-44
1478244074,2016-44
1478244485,2016-44
1478247679,2016-44
1478248109,2016-44
1478248155,2016-44
1478248415,2016-44
1478248733,2016-44
1478253282,2016-44
1478376463,2016-44
1478381092,2016-44
1478389003,2016-44
1478401500,2016-44
1478401530,2016-44
1478402469,2016-44
1478404130,2016-44
1478404263,2016-44
1478405864,2016-44
1478411227,2016-44
1478415352,2016-44
1478419660,2016-44
1478419718,2016-44
1478420202,2016-44
1478420671,2016-44
1478422358,2016-44
1478454787,2016-44
1478457089,2016-45
1478459486,2016-45
1478459552,2016-45
1478459971,2016-45
1478461078,2016-45
1478461299,2016-45
1478461762,2016-45
1478463567,2016-45
1478464604,2016-45
1478464751,2016-45
1478466257,2016-45
1478466312,2016-45
1478466356,2016-45
1478466945,2016-45
1478468006,2016-45
1478478288,2016-45
1478478410,2016-45
1478482375,2016-45
1478483293,2016-45
1478483487,2016-45
1478483722,2016-45
1478487204,2016-45
1478487342,2016-45
1478487818,2016-45
1478488628,2016-45
1478489201,2016-45
1478489475,2016-45
1478491497,2016-45
1478492606,2016-45
1478581418,2016-45
1478581435,2016-45
1478588316,2016-45
1478591075,2016-45
1478624692,2016-45
1478624760,2016-45
1478666964,2016-45
1478667836,2016-45
1478719498,2016-45
1478719571,2016-45
1478767701,2016-45
1478769868,2016-45
1478825441,2016-45
1478825531,2016-45
1478827804,2016-45
1478827813,2016-45
1478828807,2016-45
1478830636,2016-45
1478834376,2016-45
1478835326,2016-45
1478835456,2016-45
1478839751,2016-45
1478845574,2016-45
1478846050,2016-45
1478846983,2016-45
1478848487,2016-45
1478851639,2016-45
1478856300,2016-45
1478857434,2016-45
1478857725,2016-45
1478892688,2016-45
1478897452,2016-45
1478902016,2016-45
1478902472,2016-45
1478917464,2016-45
1478920652,2016-45
1478923361,2016-45
1478985185,2016-45
1479012270,2016-45
1479019377,2016-45
1479019448,2016-45
1479019472,2016-45
1479019527,2016-45
1479019823,2016-45
1479020276,2016-45
1479025062,2016-45
1479025368,2016-45
1479026699,2016-45
1479031945,2016-45
1479031982,2016-45
1479032036,2016-45
1479034145,2016-45
1479035068,2016-45
1479057279,2016-45
1479058799,2016-45
1479061119,2016-45
1479075170,2016-46
1479076097,2016-46
1479088140,2016-46
1479100473,2016-46
1479100496,2016-46
1479102341,2016-46
1479108473,2016-46
1479109114,2016-46
1479111201,2016-46
1479111433,2016-46
1479112947,2016-46
1479113163,2016-46
1479113882,2016-46
1479116863,2016-46
1479116977,2016-46
1479117400,2016-46
1479117526,2016-46
1479118011,2016-46
1479162381,2016-46
1479187231,2016-46
1479192997,2016-46
1479198987,2016-46
1479199400,2016-46
1479200021,2016-46
1479229984,2016-46
1479268046,2016-46
1479278948,2016-46
1479279005,2016-46
1479279532,2016-46
1479284236,2016-46
1479286357,2016-46
1479287592,2016-46
1479335661,2016-46
1479336954,2016-46
1479362472,2016-46
1479362551,2016-46
1479446373,2016-46
1479494120,2016-46
1479494219,2016-46
1479505440,2016-46
1479510434,2016-46
1479524226,2016-46
1479524975,2016-46
1479530414,2016-46
1479531976,2016-46
1479532233,2016-46
1479542014,2016-46
1479545233,2016-46
1479545619,2016-46
1479545776,2016-46
1479588606,2016-46
1479589489,2016-46
1479589682,2016-46
1479589829,2016-46
1479589996,2016-46
1479593006,2016-46
1479593299,2016-46
1479596064,2016-46
1479596089,2016-46
1479611776,2016-46
1479614098,2016-46
1479614168,2016-46
1479614450,2016-46
1479615043,2016-46
1479615202,2016-46
1479636208,2016-46
1479637259,2016-46
1479637730,2016-46
1479706041,2016-47
1479706249,2016-47
1479706599,2016-47
1479713845,2016-47
1479715312,2016-47
1479715935,2016-47
1479716576,2016-47
1479717707,2016-47
1479718224,2016-47
1479801533,2016-47
1479802088,2016-47
1479804655,2016-47
1479805657,2016-47
1479805680,2016-47
1479805767,2016-47
1479834628,2016-47
1479889021,2016-47
1479889497,2016-47
1479890329,2016-47
1479891152,2016-47
1479891516,2016-47
1479892251,2016-47
1479893420,2016-47
1479893730,2016-47
1479894749,2016-47
1479895034,2016-47
1479895505,2016-47
1479895622,2016-47
1479895934,2016-47
1479896404,2016-47
1479896863,2016-47
1479896983,2016-47
1479897257,2016-47
1479899707,2016-47
1480061641,2016-47
1480062245,2016-47
1480062446,2016-47
1480108907,2016-47
1480109795,2016-47
1480147857,2016-47
1480150484,2016-47
1480150582,2016-47
1480151351,2016-47
1480154639,2016-47
1480198306,2016-47
1480228720,2016-47
1480230028,2016-47
1480230101,2016-47
1480230858,2016-47
1480231283,2016-47
1480240600,2016-47
1480301374,2016-48
1480301818,2016-48
1480303287,2016-48
1480303651,2016-48
1480305043,2016-48
1480306145,2016-48
1480306442,2016-48
1480307064,2016-48
1480309443,2016-48
1480309899,2016-48
1480410400,2016-48
1480411725,2016-48
1480412484,2016-48
1480414790,2016-48
1480486832,2016-48
1480490970,2016-48
1480524917,2016-48
1480524941,2016-48
1480527272,2016-48
1480529267,2016-48
1480535613,2016-48
1480535635,2016-48
1480535795,2016-48
1480535891,2016-48
1480543194,2016-48
1480552973,2016-48
1480554016,2016-48
1480563531,2016-48
1480563553,2016-48
1480566970,2016-48
1480576319,2016-48
1480579939,2016-48
1480580316,2016-48
1480581083,2016-48
1480581140,2016-48
1480581400,2016-48
1480581433,2016-48
1480658638,2016-48
1480658653,2016-48
1480659780,2016-48
1480659790,2016-48
1480659942,2016-48
1480660124,2016-48
1480664547,2016-48
1480664562,2016-48
1480717620,2016-48
1480719253,2016-48
1480802285,2016-48
1480802347,2016-48
1480802358,2016-48
1480905112,2016-49
1480905455,2016-49
1480919778,2016-49
1480930078,2016-49
1481142947,2016-49
1481143065,2016-49
1481146945,2016-49
1481146973,2016-49
1481149854,2016-49
1481150313,2016-49
1481150400,2016-49
1481150742,2016-49
1481152239,2016-49
1481152806,2016-49
1481152869,2016-49
1481167920,2016-49
1481182455,2016-49
1481182500,2016-49
1481231020,2016-49
1481231060,2016-49
1481231301,2016-49
1481258479,2016-49
1481261790,2016-49
1481263324,2016-49
1481264685,2016-49
1481266651,2016-49
1481266680,2016-49
1481267993,2016-49
1481268966,2016-49
1481358423,2016-49
1481398434,2016-49
1481399111,2016-49
1481399206,2016-49
1481408738,2016-49
1481408783,2016-49
1481435642,2016-49
1481439751,2016-49
1481441701,2016-49
1481443275,2016-49
1481443615,2016-49
1481444381,2016-49
1481483049,2016-50
1481493344,2016-50
1481496507,2016-50
1481496545,2016-50
1481528032,2016-50
1481565283,2016-50
1481618964,2016-50
1481619020,2016-50
1481620907,2016-50
1481620945,2016-50
1481673733,2016-50
1481674426,2016-50
1481674585,2016-50
1481682165,2016-50
1481682248,2016-50
1481708916,2016-50
1481709020,2016-50
1481713064,2016-50
1481933640,2016-50
1481949311,2016-50
1481952117,2016-50
1481953686,2016-50
1481957228,2016-50
1482007438,2016-50
1482007857,2016-50
1482009153,2016-50
1482010514,2016-50
1482010702,2016-50
1482010872,2016-50
1482020351,2016-50
1482021285,2016-50
1482021309,2016-50
1482021340,2016-50
1482030376,2016-50
1482036236,2016-50
1482038165,2016-50
1482053907,2016-50
1482053940,2016-50
1482055887,2016-50
1482056161,2016-50
1482056318,2016-50
1482056481,2016-50
1482058153,2016-50
1482133361,2016-51
1482308793,2016-51
1482309644,2016-51
1482309668,2016-51
1482383262,2016-51
1482383872,2016-51
1482384078,2016-51
1482384355,2016-51
1482388671,2016-51
1482388826,2016-51
1482476324,2016-51
1482481387,2016-51
1482517098,2016-51
1482518546,2016-51
1482520442,2016-51
1482520702,2016-51
1482520776,2016-51
1482520850,2016-51
1482557301,2016-51
1482559199,2016-51
1482560214,2016-51
1482560999,2016-51
1482564323,2016-51
1482565420,2016-51
1482565456,2016-51
1482568617,2016-51
1482568636,2016-51
1482569058,2016-51
1482570574,2016-51
1482570597,2016-51
1482572373,2016-51
1482572817,2016-51
1482574974,2016-51
1482575652,2016-51
1482617148,2016-51
1482617605,2016-51
1482617663,2016-51
1482617936,2016-51
1482619074,2016-51
1482623775,2016-51
1482623823,2016-51
1482624114,2016-51
1482624133,2016-51
1482644996,2016-51
1482648328,2016-51
1482656021,2016-51
1482660186,2016-51
1482662948,2016-51
1482702324,2016-52
1482729363,2016-52
1482729432,2016-52
1482729648,2016-52
1482729806,2016-52
1482744156,2016-52
1482745502,2016-52
1482750836,2016-52
1482750858,2016-52
1482829012,2016-52
1482975021,2016-52
1483001638,2016-52
1483001953,2016-52
1483013805,2016-52
1483055987,2016-52
1483057487,2016-52
1483069768,2016-52
1483073698,2016-52
1483074929,2016-52
1483075169,2016-52
1483075534,2016-52
1483076241,2016-52
1483077317,2016-52
1483078902,2016-52
1483082717,2016-52
1483086585,2016-52
1483086894,2016-52
1483086943,2016-52
1483092726,2016-52
1483133063,2016-52
1483134481,2016-52
1483164346,2016-52
1483168797,2016-52
1483168813,2016-52
1483170569,2016-52
1483263853,2016-52
1483265288,2016-52
1483265479,2016-52
1483267046,2016-52
1483271549,2016-52
1483271990,2016-52
1483313303,2017-01
1483313861,2017-01
1483337623,2017-01
1483431513,2017-01
1483434763,2017-01
1483440181,2017-01
1483444472,2017-01
1483474308,2017-01
1483474767,2017-01
1483474906,2017-01
1483474946,2017-01
1483479895,2017-01
1483486292,2017-01
1483487276,2017-01
1483489126,2017-01
1483503633,2017-01
1483507999,2017-01
1483509409,2017-01
1483512164,2017-01
1483512208,2017-01
1483514713,2017-01
1483521102,2017-01
1483521773,2017-01
1483592502,2017-01
1483685619,2017-01
1483688500,2017-01
1483688885,2017-01
1483689224,2017-01
1483689409,2017-01
1483693754,2017-01
1483693780,2017-01
1483694086,2017-01
1483695917,2017-01
1483696419,2017-01
1483698005,2017-01
1483700266,2017-01
1483700385,2017-01
1483700754,2017-01
1483701086,2017-01
1483701465,2017-01
1483701644,2017-01
1483701704,2017-01
1483765462,2017-01
1483772928,2017-01
1483773578,2017-01
1483774877,2017-01
1483776588,2017-01
1483776721,2017-01
1483777307,2017-01
1483778177,2017-01
1483781443,2017-01
1483781572,2017-01
1483836119,2017-01
1483837277,2017-01
1483852491,2017-01
1483852760,2017-01
1483852872,2017-01
1483911576,2017-02
1483913024,2017-02
1483913106,2017-02
1483913477,2017-02
1483913624,2017-02
1483914146,2017-02
1483914905,2017-02
1483919774,2017-02
1483921266,2017-02
1483931071,2017-02
1484018345,2017-02
1484018950,2017-02
1484020415,2017-02
1484023015,2017-02
1484023136,2017-02
1484023581,2017-02
1484024802,2017-02
1484025690,2017-02
1484026036,2017-02
1484114952,2017-02
1484207827,2017-02
1484209034,2017-02
1484284011,2017-02
1484287100,2017-02
1484287386,2017-02
1484288668,2017-02
1484291967,2017-02
1484335132,2017-02
1484347684,2017-02
1484348119,2017-02
1484348264,2017-02
1484353866,2017-02
1484368377,2017-02
1484368415,2017-02
1484368444,2017-02
1484374096,2017-02
1484381969,2017-02
1484382065,2017-02
1484385213,2017-02
1484386624,2017-02
1484388710,2017-02
1484389784,2017-02
1484390630,2017-02
1484391262,2017-02
1484422635,2017-02
1484422750,2017-02
1484423057,2017-02
1484423077,2017-02
1484521650,2017-03
1484523081,2017-03
1484523132,2017-03
1484523197,2017-03
1484523361,2017-03
1484524760,2017-03
1484527986,2017-03
1484528637,2017-03
1484529056,2017-03
1484529518,2017-03
1484530695,2017-03
1484530709,2017-03
1484539512,2017-03
1484539520,2017-03
1484540471,2017-03
1484541405,2017-03
1484546497,2017-03
1484548745,2017-03
1484550343,2017-03
1484553769,2017-03
1484556015,2017-03
1484557483,2017-03
1484566901,2017-03
1484567402,2017-03
1484567793,2017-03
1484604094,2017-03
1484604454,2017-03
1484605965,2017-03
1484606024,2017-03
1484607301,2017-03
1484610748,2017-03
1484623810,2017-03
1484627001,2017-03
1484627324,2017-03
1484644321,2017-03
1484647786,2017-03
1484649029,2017-03
1484651296,2017-03
1484721176,2017-03
1484734373,2017-03
1484734388,2017-03
1484735063,2017-03
1484776379,2017-03
1484776551,2017-03
1484788080,2017-03
1484791318,2017-03
1484792292,2017-03
1484804096,2017-03
1484817399,2017-03
1484819923,2017-03
1484821439,2017-03
1484825055,2017-03
1484825554,2017-03
1484897621,2017-03
1484904359,2017-03
1484914986,2017-03
1484915079,2017-03
1484951137,2017-03
1484983041,2017-03
1485126656,2017-04
1485126666,2017-04
1485127088,2017-04
1485128244,2017-04
1485155581,2017-04
1485160610,2017-04
1485161336,2017-04
1485239642,2017-04
1485368506,2017-04
1485409958,2017-04
1485452877,2017-04
1485482306,2017-04
1485484014,2017-04
1485484255,2017-04
1485670904,2017-04
1485676976,2017-04
1485679518,2017-04
1485679757,2017-04
1485681613,2017-04
1485731677,2017-05
1485753906,2017-05
1485754252,2017-05
1485834597,2017-05
1485835224,2017-05
1485841069,2017-05
1485846248,2017-05
1485846278,2017-05
1485964214,2017-05
1485964565,2017-05
1485985921,2017-05
1486017641,2017-05
1486018806,2017-05
1486018975,2017-05
1486019310,2017-05
1486019681,2017-05
1486021512,2017-05
1486024101,2017-05
1486098606,2017-05
1486099212,2017-05
1486099235,2017-05
1486099350,2017-05
1486107049,2017-05
1486112822,2017-05
1486112891,2017-05
1486148290,2017-05
1486148455,2017-05
1486149327,2017-05
1486180184,2017-05
1486185673,2017-05
1486236096,2017-05
1486236315,2017-05
1486238389,2017-05
1486244803,2017-05
1486247249,2017-05
1486247419,2017-05
1486247521,2017-05
1486248869,2017-05
1486253766,2017-05
1486254018,2017-05
1486283332,2017-05
1486284071,2017-05
1486284439,2017-05
1486284546,2017-05
1486287946,2017-05
1486288726,2017-05
1486349800,2017-06
1486355699,2017-06
1486355743,2017-06
1486432367,2017-06
1486521763,2017-06
1486522011,2017-06
1486524884,2017-06
1486527661,2017-06
1486528283,2017-06
1486593155,2017-06
1486604419,2017-06
1486605237,2017-06
1486605256,2017-06
1486606824,2017-06
1486620140,2017-06
1486624861,2017-06
1486624991,2017-06
1486626422,2017-06
1486627372,2017-06
1486627643,2017-06
1486629688,2017-06
1486629738,2017-06
1486630398,2017-06
1486631716,2017-06
1486632680,2017-06
1486681434,2017-06
1486681448,2017-06
1486710374,2017-06
1486711238,2017-06
1486807274,2017-06
1486889665,2017-06
1486889677,2017-06
1486892401,2017-06
1486894006,2017-06
1486895972,2017-06
1486896047,2017-06
1486896264,2017-06
1486896469,2017-06
1486927635,2017-07
1486936532,2017-07
1486937604,2017-07
1486938851,2017-07
1486945384,2017-07
1486956644,2017-07
1486962105,2017-07
1486962835,2017-07
1486963407,2017-07
1486972094,2017-07
1487123363,2017-07
1487135325,2017-07
1487230598,2017-07
1487233998,2017-07
1487234019,2017-07
1487307874,2017-07
1487487379,2017-07
1487496737,2017-07
1487528876,2017-07
1487528885,2017-07
1487529742,2017-08
1487541335,2017-08
1487541502,2017-08
1487542304,2017-08
1487542345,2017-08
1487542417,2017-08
1487568137,2017-08
1487632529,2017-08
1487641558,2017-08
1487664433,2017-08
1487665219,2017-08
1487666482,2017-08
1487666854,2017-08
1487689115,2017-08
1487738456,2017-08
1487738465,2017-08
1487738496,2017-08
1487738570,2017-08
1487739967,2017-08
1487747874,2017-08
1487749230,2017-08
1487749756,2017-08
1487750509,2017-08
1487760232,2017-08
1487760300,2017-08
1487763769,2017-08
1487764023,2017-08
1487828538,2017-08
1487842464,2017-08
1488016694,2017-08
1488017800,2017-08
1488166724,2017-09
1488169188,2017-09
1488169403,2017-09
1488178384,2017-09
1488178455,2017-09
1488182803,2017-09
1488436542,2017-09
1488530055,2017-09
1488530651,2017-09
1488617820,2017-09
1488700372,2017-09
1488701330,2017-09
1488747522,2017-10
1488748016,2017-10
1488748350,2017-10
1488757835,2017-10
1488763542,2017-10
1488766365,2017-10
1488767120,2017-10
1488779199,2017-10
1488828358,2017-10
1488840193,2017-10
1488840206,2017-10
1488841403,2017-10
1488853459,2017-10
1488923759,2017-10
1488924019,2017-10
1488924358,2017-10
1488924837,2017-10
1488956918,2017-10
1489038241,2017-10
1489047831,2017-10
1489048304,2017-10
1489048434,2017-10
1489086845,2017-10
1489118437,2017-10
1489119123,2017-10
1489121690,2017-10
1489121746,2017-10
1489132216,2017-10
1489132236,2017-10
